player,team,stat,dk_line,matchup,game_time,dk_odds,dk_implied_prob,dk_implied_under_prob,caesars_threshold,threshold_diff,caesars_over_prob,caesars_under_prob,caesars_over_odds,caesars_under_odds,over_value,under_value,over_value_category,under_value_category,best_value_side
Sabrina Ionescu,NYL,Assists,5.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,140,0.4167,0.5833,6,0.5,0.3481,0.6519,187,-187,-0.0686,0.0686,No Value,Medium Value Under,Medium Value Under
Sabrina Ionescu,NYL,Assists,6.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,280,0.2632,0.7368,7,0.5,0.1826,0.8174,448,-448,-0.0806,0.0806,No Value,Medium Value Under,Medium Value Under
Sabrina Ionescu,NYL,Assists,7.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,500,0.1667,0.8333,8,0.5,0.08,0.92,1150,-1150,-0.0867,0.0867,No Value,Medium Value Under,Medium Value Under
Sabrina Ionescu,NYL,Assists,8.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,950,0.0952,0.9048,9,0.5,0.04,0.96,2400,-2400,-0.0552,0.0552,No Value,Medium Value Under,Medium Value Under
Sabrina Ionescu,NYL,Assists,9.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,1800,0.0526,0.9474,10,0.5,0.0218,0.9782,4487,-4487,-0.0308,0.0308,No Value,No Value,No Value
Sabrina Ionescu,NYL,Points,9.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,-1800,0.9474,0.0526,10,0.5,0.9539,0.0461,-2069,2069,0.0065,-0.0065,No Value,No Value,No Value
A'ja Wilson,LVA,Rebounds,7.5,2025-08-22T02:00:00Z,2025-08-22T02:00:00Z,-100,0.9091,0.0909,8,0.5,0.9851,0.0149,-6611,6611, 0.08 ,-0.076,Medium Value Over,No Value,Medium Value Over
A'ja Wilson,LVA,Rebounds,8.5,2025-08-22T02:00:00Z,2025-08-22T02:00:00Z,-575,0.8519,0.1481,9,0.5,0.9737,0.0263,-3702,3702, 0.12 ,-0.1218,High Value Over,No Value,High Value Over
A'ja Wilson,LVA,Rebounds,14.5,2025-08-22T02:00:00Z,2025-08-22T02:00:00Z,225,0.3077,0.6923,15,0.5,0.633,0.367,-172,172, 0.33 ,-0.3253,High Value Over,No Value,High Value Over
Kiki Iriafen,WAS,Points,7.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,-200,0.9,0.1,8,0.5,0.972,0.028,-3471,3471, 0.07 ,-0.072,Medium Value Over,No Value,Medium Value Over
Alyssa Thomas,PHX,Points,9.5,2025-08-22T02:00:00Z,2025-08-22T02:00:00Z,110,0.8462,0.1538,10,0.5,0.9577,0.0423,-2264,2264, 0.11 ,-0.1115,High Value Over,No Value,High Value Over
Sabrina Ionescu,NYL,Points,24.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,310,0.2439,0.7561,25,0.5,0.2825,0.7175,254,-254,0.0386,-0.0386,No Value,No Value,No Value
Sabrina Ionescu,NYL,Points,29.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,900,0.1,0.9,30,0.5,0.0829,0.9171,1106,-1106,-0.0171,0.0171,No Value,No Value,No Value
Sabrina Ionescu,NYL,Rebounds,2.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,-900,0.9,0.1,3,0.5,0.7655,0.2345,-326,326,-0.1345,0.1345,No Value,High Value Under,High Value Under
Sabrina Ionescu,NYL,Rebounds,3.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,-330,0.7674,0.2326,4,0.5,0.5797,0.4203,-138,138,-0.1877,0.1877,No Value,High Value Under,High Value Under
Sabrina Ionescu,NYL,Rebounds,4.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,-150,0.6,0.4,5,0.5,0.4081,0.5919,145,-145,-0.1919,0.1919,No Value,High Value Under,High Value Under
Sabrina Ionescu,NYL,Rebounds,5.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,130,0.4348,0.5652,6,0.5,0.2297,0.7703,335,-335,-0.2051,0.2051,No Value,High Value Under,High Value Under
Sabrina Ionescu,NYL,Rebounds,6.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,245,0.2899,0.7101,7,0.5,0.0964,0.9036,937,-937,-0.1935,0.1935,No Value,High Value Under,High Value Under
Sabrina Ionescu,NYL,Rebounds,7.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,450,0.1818,0.8182,8,0.5,0.0454,0.9546,2103,-2103,-0.1364,0.1364,No Value,High Value Under,High Value Under
Sabrina Ionescu,NYL,Rebounds,8.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,850,0.1053,0.8947,9,0.5,0.0254,0.9746,3837,-3837,-0.0799,0.0799,No Value,Medium Value Under,Medium Value Under
Sabrina Ionescu,NYL,Rebounds,9.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,1700,0.0556,0.9444,10,0.5,0.0119,0.9881,8303,-8303,-0.0437,0.0437,No Value,No Value,No Value
Sabrina Ionescu,NYL,3-Pointers,0.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,-1600,0.9412,0.0588,1,0.5,0.704,0.296,-238,238,-0.2372,0.2372,No Value,High Value Under,High Value Under
Sabrina Ionescu,NYL,3-Pointers,1.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,-285,0.7403,0.2597,2,0.5,0.4727,0.5273,112,-112,-0.2676,0.2676,No Value,High Value Under,High Value Under
Sabrina Ionescu,NYL,3-Pointers,2.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,105,0.4878,0.5122,3,0.5,0.2373,0.7627,321,-321,-0.2505,0.2505,No Value,High Value Under,High Value Under
Sabrina Ionescu,NYL,3-Pointers,3.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,260,0.2778,0.7222,4,0.5,0.0705,0.9295,1318,-1318,-0.2073,0.2073,No Value,High Value Under,High Value Under
Sabrina Ionescu,NYL,3-Pointers,4.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,600,0.1429,0.8571,5,0.5,0.0309,0.9691,3136,-3136,-0.112,0.112,No Value,High Value Under,High Value Under
Ariel Atkins,CHI,Assists,2.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,-230,0.697,0.303,3,0.5,0.6352,0.3648,-174,174,-0.0618,0.0618,No Value,Medium Value Under,Medium Value Under
Ariel Atkins,CHI,Assists,3.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,105,0.4878,0.5122,4,0.5,0.4381,0.5619,128,-128,-0.0497,0.0497,No Value,No Value,No Value
Ariel Atkins,CHI,Assists,4.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,230,0.303,0.697,5,0.5,0.2392,0.7608,318,-318,-0.0638,0.0638,No Value,Medium Value Under,Medium Value Under
Ariel Atkins,CHI,Assists,5.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,475,0.1739,0.8261,6,0.5,0.1111,0.8889,800,-800,-0.0628,0.0628,No Value,Medium Value Under,Medium Value Under
Ariel Atkins,CHI,Assists,6.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,1100,0.0833,0.9167,7,0.5,0.0489,0.9511,1945,-1945,-0.0344,0.0344,No Value,No Value,No Value
Ariel Atkins,CHI,Assists,7.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,2200,0.0435,0.9565,8,0.5,0.0307,0.9693,3157,-3157,-0.0128,0.0128,No Value,No Value,No Value
Ariel Atkins,CHI,Points,7.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,-1000,0.9091,0.0909,8,0.5,0.9075,0.0925,-981,981,-0.0016,0.0016,No Value,No Value,No Value
Ariel Atkins,CHI,Points,9.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,-450,0.8182,0.1818,10,0.5,0.8142,0.1858,-438,438,-0.004,0.004,No Value,No Value,No Value
Ariel Atkins,CHI,Points,11.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,-235,0.7015,0.2985,12,0.5,0.6812,0.3188,-214,214,-0.0203,0.0203,No Value,No Value,No Value
Ariel Atkins,CHI,Points,14.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,100,0.5,0.5,15,0.5,0.4793,0.5207,109,-109,-0.0207,0.0207,No Value,No Value,No Value
Ariel Atkins,CHI,Points,17.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,210,0.3226,0.6774,18,0.5,0.2845,0.7155,251,-251,-0.0381,0.0381,No Value,No Value,No Value
Ariel Atkins,CHI,Points,19.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,350,0.2222,0.7778,20,0.5,0.1878,0.8122,432,-432,-0.0344,0.0344,No Value,No Value,No Value
Ariel Atkins,CHI,Points,24.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,1200,0.0769,0.9231,25,0.5,0.0535,0.9465,1769,-1769,-0.0234,0.0234,No Value,No Value,No Value
A'ja Wilson,LVA,Rebounds,9.5,2025-08-22T02:00:00Z,2025-08-22T02:00:00Z,-340,0.7727,0.2273,10,0.5,0.9575,0.0425,-2253,2253, 0.18 ,-0.1848,High Value Over,No Value,High Value Over
Kiki Iriafen,WAS,Points,17.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,235,0.2985,0.7015,18,0.5,0.5613,0.4387,-128,128, 0.26 ,-0.2628,High Value Over,No Value,High Value Over
Kiki Iriafen,WAS,Points,9.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,-400,0.8,0.2,10,0.5,0.9479,0.0521,-1819,1819, 0.15 ,-0.1479,High Value Over,No Value,High Value Over
A'ja Wilson,LVA,Rebounds,10.5,2025-08-22T02:00:00Z,2025-08-22T02:00:00Z,-220,0.6875,0.3125,11,0.5,0.9368,0.0632,-1482,1482, 0.25 ,-0.2493,High Value Over,No Value,High Value Over
Ariel Atkins,CHI,Rebounds,6.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,1200,0.0769,0.9231,7,0.5,0.1248,0.8752,701,-701,0.0479,-0.0479,No Value,No Value,No Value
Ariel Atkins,CHI,Rebounds,7.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,2500,0.0385,0.9615,8,0.5,0.0561,0.9439,1683,-1683,0.0176,-0.0176,No Value,No Value,No Value
Ariel Atkins,CHI,3-Pointers,0.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,-290,0.7436,0.2564,1,0.5,0.5404,0.4596,-118,118,-0.2032,0.2032,No Value,High Value Under,High Value Under
Ariel Atkins,CHI,3-Pointers,1.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,155,0.3922,0.6078,2,0.5,0.2361,0.7639,324,-324,-0.1561,0.1561,No Value,High Value Under,High Value Under
Ariel Atkins,CHI,3-Pointers,2.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,500,0.1667,0.8333,3,0.5,0.0559,0.9441,1689,-1689,-0.1108,0.1108,No Value,High Value Under,High Value Under
Ariel Atkins,CHI,3-Pointers,3.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,1700,0.0556,0.9444,4,0.5,0.0238,0.9762,4102,-4102,-0.0318,0.0318,No Value,No Value,No Value
Jonquel Jones,NYL,Assists,2.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,-225,0.6923,0.3077,3,0.5,0.6668,0.3332,-200,200,-0.0255,0.0255,No Value,No Value,No Value
Jonquel Jones,NYL,Assists,3.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,110,0.4762,0.5238,4,0.5,0.3959,0.6041,153,-153,-0.0803,0.0803,No Value,Medium Value Under,Medium Value Under
Jonquel Jones,NYL,Assists,4.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,245,0.2899,0.7101,5,0.5,0.1638,0.8362,511,-511,-0.1261,0.1261,No Value,High Value Under,High Value Under
Jonquel Jones,NYL,Assists,5.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,500,0.1667,0.8333,6,0.5,0.0598,0.9402,1572,-1572,-0.1069,0.1069,No Value,High Value Under,High Value Under
Jonquel Jones,NYL,Assists,6.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,1100,0.0833,0.9167,7,0.5,0.0307,0.9693,3157,-3157,-0.0526,0.0526,No Value,Medium Value Under,Medium Value Under
Jonquel Jones,NYL,Assists,7.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,2200,0.0435,0.9565,8,0.5,0.0148,0.9852,6657,-6657,-0.0287,0.0287,No Value,No Value,No Value
Jonquel Jones,NYL,Points,7.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,-1400,0.9333,0.0667,8,0.5,0.9163,0.0837,-1095,1095,-0.017,0.017,No Value,No Value,No Value
Jonquel Jones,NYL,Points,9.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,-600,0.8571,0.1429,10,0.5,0.8236,0.1764,-467,467,-0.0335,0.0335,No Value,No Value,No Value
Jonquel Jones,NYL,Points,11.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,-310,0.7561,0.2439,12,0.5,0.6675,0.3325,-201,201,-0.0886,0.0886,No Value,Medium Value Under,Medium Value Under
Jonquel Jones,NYL,Points,14.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,-135,0.5745,0.4255,15,0.5,0.4258,0.5742,135,-135,-0.1487,0.1487,No Value,High Value Under,High Value Under
Jonquel Jones,NYL,Points,15.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,-105,0.5122,0.4878,16,0.5,0.3485,0.6515,187,-187,-0.1637,0.1637,No Value,High Value Under,High Value Under
Jonquel Jones,NYL,Points,17.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,155,0.3922,0.6078,18,0.5,0.2226,0.7774,349,-349,-0.1696,0.1696,No Value,High Value Under,High Value Under
Jonquel Jones,NYL,Points,19.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,250,0.2857,0.7143,20,0.5,0.131,0.869,663,-663,-0.1547,0.1547,No Value,High Value Under,High Value Under
Jonquel Jones,NYL,Points,24.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,750,0.1176,0.8824,25,0.5,0.0367,0.9633,2625,-2625,-0.0809,0.0809,No Value,Medium Value Under,Medium Value Under
Jonquel Jones,NYL,Points,29.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,2800,0.0345,0.9655,30,0.5,0.0124,0.9876,7965,-7965,-0.0221,0.0221,No Value,No Value,No Value
Jonquel Jones,NYL,Rebounds,4.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,-1100,0.9167,0.0833,5,0.5,0.9308,0.0692,-1345,1345,0.0141,-0.0141,No Value,No Value,No Value
Jonquel Jones,NYL,Rebounds,5.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,-500,0.8333,0.1667,6,0.5,0.881,0.119,-740,740,0.0477,-0.0477,No Value,No Value,No Value
Kiki Iriafen,WAS,Points,19.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,390,0.2041,0.7959,20,0.5,0.434,0.566,130,-130, 0.23 ,-0.2299,High Value Over,No Value,High Value Over
Jewell Loyd,LVA,3-Pointers,2.5,2025-08-22T02:00:00Z,2025-08-22T02:00:00Z,190,0.3448,0.6552,3,0.5,0.5731,0.4269,-134,134, 0.23 ,-0.2283,High Value Over,No Value,High Value Over
Brittney Griner,ATL,Points,11.5,2025-08-21T23:30:00Z,2025-08-21T23:30:00Z,200,0.3333,0.6667,12,0.5,0.5577,0.4423,-126,126, 0.22 ,-0.2244,High Value Over,No Value,High Value Over
Brittney Griner,ATL,Points,5.5,2025-08-21T23:30:00Z,2025-08-21T23:30:00Z,150,0.8095,0.1905,6,0.5,0.9292,0.0708,-1312,1312, 0.12 ,-0.1197,High Value Over,No Value,High Value Over
Alyssa Thomas,PHX,Points,11.5,2025-08-22T02:00:00Z,2025-08-22T02:00:00Z,-290,0.7436,0.2564,12,0.5,0.9225,0.0775,-1190,1190, 0.18 ,-0.1789,High Value Over,No Value,High Value Over
Jonquel Jones,NYL,Rebounds,11.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,450,0.1818,0.8182,12,0.5,0.2136,0.7864,368,-368,0.0318,-0.0318,No Value,No Value,No Value
Jonquel Jones,NYL,Rebounds,12.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,700,0.125,0.875,13,0.5,0.1419,0.8581,605,-605,0.0169,-0.0169,No Value,No Value,No Value
Jonquel Jones,NYL,Rebounds,13.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,1100,0.0833,0.9167,14,0.5,0.0891,0.9109,1022,-1022,0.0058,-0.0058,No Value,No Value,No Value
Jonquel Jones,NYL,Rebounds,14.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,1900,0.05,0.95,15,0.5,0.0562,0.9438,1679,-1679,0.0062,-0.0062,No Value,No Value,No Value
Jonquel Jones,NYL,3-Pointers,0.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,-450,0.8182,0.1818,1,0.5,0.6868,0.3132,-219,219,-0.1314,0.1314,No Value,High Value Under,High Value Under
Jonquel Jones,NYL,3-Pointers,1.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,105,0.4878,0.5122,2,0.5,0.356,0.644,181,-181,-0.1318,0.1318,No Value,High Value Under,High Value Under
Jonquel Jones,NYL,3-Pointers,2.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,330,0.2326,0.7674,3,0.5,0.0958,0.9042,944,-944,-0.1368,0.1368,No Value,High Value Under,High Value Under
Jonquel Jones,NYL,3-Pointers,3.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,950,0.0952,0.9048,4,0.5,0.0316,0.9684,3065,-3065,-0.0636,0.0636,No Value,Medium Value Under,Medium Value Under
Jonquel Jones,NYL,3-Pointers,4.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,2500,0.0385,0.9615,5,0.5,0.0102,0.9898,9704,-9704,-0.0283,0.0283,No Value,No Value,No Value
Angel Reese,CHI,Assists,2.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,-205,0.6721,0.3279,3,0.5,0.1994,0.8006,402,-402,-0.4727,0.4727,No Value,High Value Under,High Value Under
Angel Reese,CHI,Assists,3.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,115,0.4651,0.5349,4,0.5,0.0566,0.9434,1667,-1667,-0.4085,0.4085,No Value,High Value Under,High Value Under
Angel Reese,CHI,Assists,4.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,255,0.2817,0.7183,5,0.5,0.0256,0.9744,3806,-3806,-0.2561,0.2561,No Value,High Value Under,High Value Under
Angel Reese,CHI,Assists,5.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,550,0.1538,0.8462,6,0.5,0.0096,0.9904,10317,-10317,-0.1442,0.1442,No Value,High Value Under,High Value Under
Angel Reese,CHI,Assists,6.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,1200,0.0769,0.9231,7,0.5,0.0032,0.9968,31150,-31150,-0.0737,0.0737,No Value,Medium Value Under,Medium Value Under
Angel Reese,CHI,Assists,7.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,2500,0.0385,0.9615,8,0.5,0.0018,0.9982,55456,-55456,-0.0367,0.0367,No Value,No Value,No Value
Angel Reese,CHI,Points,5.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,-2000,0.9524,0.0476,6,0.5,0.9671,0.0329,-2940,2940,0.0147,-0.0147,No Value,No Value,No Value
Angel Reese,CHI,Points,7.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,-700,0.875,0.125,8,0.5,0.9195,0.0805,-1142,1142,0.0445,-0.0445,No Value,No Value,No Value
Angel Reese,CHI,Points,9.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,-320,0.7619,0.2381,10,0.5,0.7729,0.2271,-340,340,0.011,-0.011,No Value,No Value,No Value
Angel Reese,CHI,Points,11.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,-170,0.6296,0.3704,12,0.5,0.5588,0.4412,-127,127,-0.0708,0.0708,No Value,Medium Value Under,Medium Value Under
Angel Reese,CHI,Points,13.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,105,0.4878,0.5122,14,0.5,0.3382,0.6618,196,-196,-0.1496,0.1496,No Value,High Value Under,High Value Under
Angel Reese,CHI,Points,14.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,135,0.4255,0.5745,15,0.5,0.2478,0.7522,304,-304,-0.1777,0.1777,No Value,High Value Under,High Value Under
Angel Reese,CHI,Points,17.5,2025-08-21T23:00:00Z,2025-08-21T23:00:00Z,300,0.25,0.75,18,0.5,0.077,0.923,1199,-1199,-0.173,0.173,No Value,High Value Under,High Value Under
