player,team,stat,dk_line,matchup,game_time,dk_odds,dk_implied_prob,dk_implied_under_prob,caesars_threshold,threshold_diff,caesars_over_prob,caesars_under_prob,caesars_over_odds,caesars_under_odds,over_value,under_value,over_value_category,under_value_category,best_value_side
Gabby Williams,SEA,Assists,4.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,-120,0.5455,0.4545,5,0.5,0.2882,0.7118,247,-247,-0.2573,0.2573,No Value,High Value Under,High Value Under
Gabby Williams,SEA,Assists,5.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,170,0.3704,0.6296,6,0.5,0.1245,0.8755,703,-703,-0.2459,0.2459,No Value,High Value Under,High Value Under
Gabby Williams,SEA,Assists,6.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,320,0.2381,0.7619,7,0.5,0.0501,0.9499,1896,-1896,-0.188,0.188,No Value,High Value Under,High Value Under
Gabby Williams,SEA,Assists,7.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,650,0.1333,0.8667,8,0.5,0.0305,0.9695,3179,-3179,-0.1028,0.1028,No Value,High Value Under,High Value Under
Gabby Williams,SEA,Assists,8.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,1200,0.0769,0.9231,9,0.5,0.0182,0.9818,5395,-5395,-0.0587,0.0587,No Value,Medium Value Under,Medium Value Under
Gabby Williams,SEA,Assists,9.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,2200,0.0435,0.9565,10,0.5,0.0069,0.9931,14393,-14393,-0.0366,0.0366,No Value,No Value,No Value
Gabby Williams,SEA,Points,5.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,-900,0.9,0.1,6,0.5,0.9558,0.0442,-2162,2162,0.0558,-0.0558,Medium Value Over,No Value,Medium Value Over
Gabby Williams,SEA,Points,7.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,-370,0.7872,0.2128,8,0.5,0.9205,0.0795,-1158,1158,0.1333,-0.1333,High Value Over,No Value,High Value Over
Gabby Williams,SEA,Points,9.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,-180,0.6429,0.3571,10,0.5,0.8155,0.1845,-442,442,0.1726,-0.1726,High Value Over,No Value,High Value Over
Gabby Williams,SEA,Points,10.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,-130,0.5652,0.4348,11,0.5,0.7266,0.2734,-266,266,0.1614,-0.1614,High Value Over,No Value,High Value Over
Gabby Williams,SEA,Points,11.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,100,0.5,0.5,12,0.5,0.6372,0.3628,-176,176,0.1372,-0.1372,High Value Over,No Value,High Value Over
Gabby Williams,SEA,Points,14.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,235,0.2985,0.7015,15,0.5,0.3691,0.6309,171,-171,0.0706,-0.0706,Medium Value Over,No Value,Medium Value Over
Gabby Williams,SEA,Points,17.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,550,0.1538,0.8462,18,0.5,0.1558,0.8442,542,-542,0.002,-0.002,No Value,No Value,No Value
Gabby Williams,SEA,Points,19.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,950,0.0952,0.9048,20,0.5,0.0787,0.9213,1171,-1171,-0.0165,0.0165,No Value,No Value,No Value
Gabby Williams,SEA,Points,24.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,3500,0.0278,0.9722,25,0.5,0.0218,0.9782,4487,-4487,-0.006,0.006,No Value,No Value,No Value
Gabby Williams,SEA,Rebounds,2.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,-425,0.8095,0.1905,3,0.5,0.7086,0.2914,-243,243,-0.1009,0.1009,No Value,High Value Under,High Value Under
Gabby Williams,SEA,Rebounds,3.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,-165,0.6226,0.3774,4,0.5,0.4909,0.5091,104,-104,-0.1317,0.1317,No Value,High Value Under,High Value Under
Gabby Williams,SEA,Rebounds,4.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,125,0.4444,0.5556,5,0.5,0.2799,0.7201,257,-257,-0.1645,0.1645,No Value,High Value Under,High Value Under
Gabby Williams,SEA,Rebounds,5.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,250,0.2857,0.7143,6,0.5,0.1176,0.8824,750,-750,-0.1681,0.1681,No Value,High Value Under,High Value Under
Gabby Williams,SEA,Rebounds,6.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,500,0.1667,0.8333,7,0.5,0.0472,0.9528,2019,-2019,-0.1195,0.1195,No Value,High Value Under,High Value Under
Gabby Williams,SEA,Rebounds,7.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,1000,0.0909,0.9091,8,0.5,0.0261,0.9739,3731,-3731,-0.0648,0.0648,No Value,Medium Value Under,Medium Value Under
Gabby Williams,SEA,Rebounds,8.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,2000,0.0476,0.9524,9,0.5,0.0129,0.9871,7652,-7652,-0.0347,0.0347,No Value,No Value,No Value
Gabby Williams,SEA,3-Pointers,0.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,-285,0.7403,0.2597,1,0.5,0.4095,0.5905,144,-144,-0.3308,0.3308,No Value,High Value Under,High Value Under
Gabby Williams,SEA,3-Pointers,1.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,160,0.3846,0.6154,2,0.5,0.0723,0.9277,1283,-1283,-0.3123,0.3123,No Value,High Value Under,High Value Under
Gabby Williams,SEA,3-Pointers,2.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,500,0.1667,0.8333,3,0.5,0.0172,0.9828,5714,-5714,-0.1495,0.1495,No Value,High Value Under,High Value Under
Gabby Williams,SEA,3-Pointers,3.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,1700,0.0556,0.9444,4,0.5,0.0028,0.9972,35614,-35614,-0.0528,0.0528,No Value,Medium Value Under,Medium Value Under
Nneka Ogwumike,SEA,Assists,2.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,-180,0.6429,0.3571,3,0.5,0.4562,0.5438,119,-119,-0.1867,0.1867,No Value,High Value Under,High Value Under
Nneka Ogwumike,SEA,Assists,3.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,130,0.4348,0.5652,4,0.5,0.2329,0.7671,329,-329,-0.2019,0.2019,No Value,High Value Under,High Value Under
Nneka Ogwumike,SEA,Assists,4.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,295,0.2532,0.7468,5,0.5,0.0774,0.9226,1192,-1192,-0.1758,0.1758,No Value,High Value Under,High Value Under
Nneka Ogwumike,SEA,Assists,5.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,650,0.1333,0.8667,6,0.5,0.0372,0.9628,2588,-2588,-0.0961,0.0961,No Value,Medium Value Under,Medium Value Under
Nneka Ogwumike,SEA,Assists,6.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,1400,0.0667,0.9333,7,0.5,0.0173,0.9827,5680,-5680,-0.0494,0.0494,No Value,No Value,No Value
Nneka Ogwumike,SEA,Points,9.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,-1400,0.9333,0.0667,10,0.5,0.9961,0.0039,-25541,25541,0.0628,-0.0628,Medium Value Over,No Value,Medium Value Over
Nneka Ogwumike,SEA,Points,11.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,-600,0.8571,0.1429,12,0.5,0.9911,0.0089,-11136,11136,0.134,-0.134,High Value Over,No Value,High Value Over
Nneka Ogwumike,SEA,Points,14.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,-250,0.7143,0.2857,15,0.5,0.9742,0.0258,-3776,3776,0.2599,-0.2599,High Value Over,No Value,High Value Over
Nneka Ogwumike,SEA,Points,17.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,-120,0.5455,0.4545,18,0.5,0.9422,0.0578,-1630,1630,0.3967,-0.3967,High Value Over,No Value,High Value Over
Nneka Ogwumike,SEA,Points,19.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,135,0.4255,0.5745,20,0.5,0.8981,0.1019,-881,881,0.4726,-0.4726,High Value Over,No Value,High Value Over
Nneka Ogwumike,SEA,Points,24.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,400,0.2,0.8,25,0.5,0.6557,0.3443,-190,190,0.4557,-0.4557,High Value Over,No Value,High Value Over
Nneka Ogwumike,SEA,Points,29.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,1200,0.0769,0.9231,30,0.5,0.3341,0.6659,199,-199,0.2572,-0.2572,High Value Over,No Value,High Value Over
Nneka Ogwumike,SEA,Rebounds,4.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,-900,0.9,0.1,5,0.5,0.9207,0.0793,-1161,1161,0.0207,-0.0207,No Value,No Value,No Value
Nneka Ogwumike,SEA,Rebounds,5.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,-400,0.8,0.2,6,0.5,0.8305,0.1695,-490,490,0.0305,-0.0305,No Value,No Value,No Value
Nneka Ogwumike,SEA,Rebounds,6.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,-210,0.6774,0.3226,7,0.5,0.68,0.32,-213,213,0.0026,-0.0026,No Value,No Value,No Value
Nneka Ogwumike,SEA,Rebounds,7.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,-130,0.5652,0.4348,8,0.5,0.5237,0.4763,-110,110,-0.0415,0.0415,No Value,No Value,No Value
Nneka Ogwumike,SEA,Rebounds,8.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,135,0.4255,0.5745,9,0.5,0.3766,0.6234,166,-166,-0.0489,0.0489,No Value,No Value,No Value
Nneka Ogwumike,SEA,Rebounds,9.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,220,0.3125,0.6875,10,0.5,0.2378,0.7622,321,-321,-0.0747,0.0747,No Value,Medium Value Under,Medium Value Under
Nneka Ogwumike,SEA,Rebounds,10.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,340,0.2273,0.7727,11,0.5,0.1318,0.8682,659,-659,-0.0955,0.0955,No Value,Medium Value Under,Medium Value Under
Nneka Ogwumike,SEA,Rebounds,11.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,550,0.1538,0.8462,12,0.5,0.067,0.933,1393,-1393,-0.0868,0.0868,No Value,Medium Value Under,Medium Value Under
Nneka Ogwumike,SEA,Rebounds,12.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,900,0.1,0.9,13,0.5,0.0422,0.9578,2270,-2270,-0.0578,0.0578,No Value,Medium Value Under,Medium Value Under
Nneka Ogwumike,SEA,Rebounds,13.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,1600,0.0588,0.9412,14,0.5,0.0292,0.9708,3325,-3325,-0.0296,0.0296,No Value,No Value,No Value
Nneka Ogwumike,SEA,Rebounds,14.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,2500,0.0385,0.9615,15,0.5,0.0176,0.9824,5582,-5582,-0.0209,0.0209,No Value,No Value,No Value
Nneka Ogwumike,SEA,3-Pointers,0.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,-390,0.7959,0.2041,1,0.5,0.9092,0.0908,-1001,1001,0.1133,-0.1133,High Value Over,No Value,High Value Over
Nneka Ogwumike,SEA,3-Pointers,1.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,115,0.4651,0.5349,2,0.5,0.5742,0.4258,-135,135,0.1091,-0.1091,High Value Over,No Value,High Value Over
Nneka Ogwumike,SEA,3-Pointers,2.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,360,0.2174,0.7826,3,0.5,0.2281,0.7719,338,-338,0.0107,-0.0107,No Value,No Value,No Value
Nneka Ogwumike,SEA,3-Pointers,3.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,1100,0.0833,0.9167,4,0.5,0.0497,0.9503,1912,-1912,-0.0336,0.0336,No Value,No Value,No Value
Maddy Siegrist,DAL,Points,7.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,-1200,0.9231,0.0769,8,0.5,0.7851,0.2149,-365,365,-0.138,0.138,No Value,High Value Under,High Value Under
Maddy Siegrist,DAL,Points,9.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,-500,0.8333,0.1667,10,0.5,0.6875,0.3125,-220,220,-0.1458,0.1458,No Value,High Value Under,High Value Under
Maddy Siegrist,DAL,Points,11.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,-260,0.7222,0.2778,12,0.5,0.596,0.404,-148,148,-0.1262,0.1262,No Value,High Value Under,High Value Under
Maddy Siegrist,DAL,Points,14.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,-115,0.5349,0.4651,15,0.5,0.4617,0.5383,117,-117,-0.0732,0.0732,No Value,Medium Value Under,Medium Value Under
Maddy Siegrist,DAL,Points,17.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,185,0.3509,0.6491,18,0.5,0.3287,0.6713,204,-204,-0.0222,0.0222,No Value,No Value,No Value
Maddy Siegrist,DAL,Points,19.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,310,0.2439,0.7561,20,0.5,0.2509,0.7491,299,-299,0.007,-0.007,No Value,No Value,No Value
Maddy Siegrist,DAL,Points,24.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,1000,0.0909,0.9091,25,0.5,0.1179,0.8821,748,-748,0.027,-0.027,No Value,No Value,No Value
Maddy Siegrist,DAL,Points,29.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,3500,0.0278,0.9722,30,0.5,0.0519,0.9481,1827,-1827,0.0241,-0.0241,No Value,No Value,No Value
Maddy Siegrist,DAL,Rebounds,2.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,-900,0.9,0.1,3,0.5,0.8532,0.1468,-581,581,-0.0468,0.0468,No Value,No Value,No Value
Maddy Siegrist,DAL,Rebounds,3.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,-340,0.7727,0.2273,4,0.5,0.7598,0.2402,-316,316,-0.0129,0.0129,No Value,No Value,No Value
Maddy Siegrist,DAL,Rebounds,4.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,-165,0.6226,0.3774,5,0.5,0.6646,0.3354,-198,198,0.042,-0.042,No Value,No Value,No Value
Maddy Siegrist,DAL,Rebounds,5.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,115,0.4651,0.5349,6,0.5,0.5774,0.4226,-137,137,0.1123,-0.1123,High Value Over,No Value,High Value Over
Maddy Siegrist,DAL,Rebounds,6.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,215,0.3175,0.6825,7,0.5,0.4885,0.5115,105,-105,0.171,-0.171,High Value Over,No Value,High Value Over
Maddy Siegrist,DAL,Rebounds,7.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,400,0.2,0.8,8,0.5,0.399,0.601,151,-151,0.199,-0.199,High Value Over,No Value,High Value Over
Maddy Siegrist,DAL,Rebounds,8.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,700,0.125,0.875,9,0.5,0.3138,0.6862,219,-219,0.1888,-0.1888,High Value Over,No Value,High Value Over
Maddy Siegrist,DAL,Rebounds,9.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,1300,0.0714,0.9286,10,0.5,0.2436,0.7564,311,-311,0.1722,-0.1722,High Value Over,No Value,High Value Over
Maddy Siegrist,DAL,Rebounds,10.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,2500,0.0385,0.9615,11,0.5,0.1838,0.8162,444,-444,0.1453,-0.1453,High Value Over,No Value,High Value Over
Brittney Sykes,SEA,Points,7.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,-900,0.9,0.1,8,0.5,0.7046,0.2954,-239,239,-0.1954,0.1954,No Value,High Value Under,High Value Under
Brittney Sykes,SEA,Points,9.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,-400,0.8,0.2,10,0.5,0.5908,0.4092,-144,144,-0.2092,0.2092,No Value,High Value Under,High Value Under
Brittney Sykes,SEA,Points,11.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,-210,0.6774,0.3226,12,0.5,0.4758,0.5242,110,-110,-0.2016,0.2016,No Value,High Value Under,High Value Under
Brittney Sykes,SEA,Points,13.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,-125,0.5556,0.4444,14,0.5,0.3624,0.6376,176,-176,-0.1932,0.1932,No Value,High Value Under,High Value Under
Brittney Sykes,SEA,Points,14.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,105,0.4878,0.5122,15,0.5,0.3043,0.6957,229,-229,-0.1835,0.1835,No Value,High Value Under,High Value Under
Brittney Sykes,SEA,Points,17.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,215,0.3175,0.6825,18,0.5,0.1363,0.8637,634,-634,-0.1812,0.1812,No Value,High Value Under,High Value Under
Brittney Sykes,SEA,Points,19.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,360,0.2174,0.7826,20,0.5,0.0709,0.9291,1310,-1310,-0.1465,0.1465,No Value,High Value Under,High Value Under
Brittney Sykes,SEA,Points,24.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,1300,0.0714,0.9286,25,0.5,0.0255,0.9745,3822,-3822,-0.0459,0.0459,No Value,No Value,No Value
Brittney Sykes,SEA,Points,29.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,4000,0.0244,0.9756,30,0.5,0.0062,0.9938,16029,-16029,-0.0182,0.0182,No Value,No Value,No Value
Ezi Magbegor,SEA,Points,5.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,-295,0.7468,0.2532,6,0.5,0.7271,0.2729,-266,266,-0.0197,0.0197,No Value,No Value,No Value
Ezi Magbegor,SEA,Points,7.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,-135,0.5745,0.4255,8,0.5,0.519,0.481,-108,108,-0.0555,0.0555,No Value,Medium Value Under,Medium Value Under
Ezi Magbegor,SEA,Points,9.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,150,0.4,0.6,10,0.5,0.306,0.694,227,-227,-0.094,0.094,No Value,Medium Value Under,Medium Value Under
Ezi Magbegor,SEA,Points,11.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,280,0.2632,0.7368,12,0.5,0.1447,0.8553,591,-591,-0.1185,0.1185,No Value,High Value Under,High Value Under
Ezi Magbegor,SEA,Points,14.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,700,0.125,0.875,15,0.5,0.0475,0.9525,2005,-2005,-0.0775,0.0775,No Value,Medium Value Under,Medium Value Under
Ezi Magbegor,SEA,Points,17.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,1700,0.0556,0.9444,18,0.5,0.0238,0.9762,4102,-4102,-0.0318,0.0318,No Value,No Value,No Value
Ezi Magbegor,SEA,Points,19.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,3000,0.0323,0.9677,20,0.5,0.0112,0.9888,8829,-8829,-0.0211,0.0211,No Value,No Value,No Value
Ezi Magbegor,SEA,Rebounds,2.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,-2000,0.9524,0.0476,3,0.5,0.9586,0.0414,-2315,2315,0.0062,-0.0062,No Value,No Value,No Value
Ezi Magbegor,SEA,Rebounds,3.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,-650,0.8667,0.1333,4,0.5,0.9055,0.0945,-958,958,0.0388,-0.0388,No Value,No Value,No Value
Ezi Magbegor,SEA,Rebounds,4.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,-270,0.7297,0.2703,5,0.5,0.7768,0.2232,-348,348,0.0471,-0.0471,No Value,No Value,No Value
Ezi Magbegor,SEA,Rebounds,5.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,-140,0.5833,0.4167,6,0.5,0.5851,0.4149,-141,141,0.0018,-0.0018,No Value,No Value,No Value
Ezi Magbegor,SEA,Rebounds,6.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,125,0.4444,0.5556,7,0.5,0.3916,0.6084,155,-155,-0.0528,0.0528,No Value,Medium Value Under,Medium Value Under
Ezi Magbegor,SEA,Rebounds,7.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,225,0.3077,0.6923,8,0.5,0.2297,0.7703,335,-335,-0.078,0.078,No Value,Medium Value Under,Medium Value Under
Ezi Magbegor,SEA,Rebounds,8.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,390,0.2041,0.7959,9,0.5,0.1258,0.8742,695,-695,-0.0783,0.0783,No Value,Medium Value Under,Medium Value Under
Ezi Magbegor,SEA,Rebounds,9.5,2025-08-22T23:30:00Z,2025-08-22T23:30:00Z,700,0.125,0.875,10,0.5,0.0608,0.9392,1545,-1545,-0.0642,0.0642,No Value,Medium Value Under,Medium Value Under
